rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,sample_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge
1349,B,Simon Edvinsson,DET,NJ,0,SKATER,D,Points,points,0.5,UNDER,64.9%,60.0%,70.0%,65.0%,66.7%,5,10,20,30,0.80,0.40,0.50,0.43,0.3,-0.1,2,0,1,30,DEPTH,NO_PP,,,,,,0.377,0.019,24.09,22.58,0.61920,0.1492
1350,B,Jamie Drysdale,PHI,NYR,0,SKATER,D,Goals,goals,0.5,UNDER,77.9%,80.0%,70.0%,85.0%,86.7%,5,10,20,30,0.20,0.30,0.15,0.13,-0.3,-0.2,0,0,1,30,DEPTH,PP_OCC,AVERAGE,22,3.194,0.000,0.000,0.424,0.085,22.88,21.57,0.61894,0.2792
1351,B,Timo Meier,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,5.5,UNDER,55.2%,40.0%,60.0%,75.0%,70.0%,5,10,20,30,2.80,3.30,3.35,3.13,-2.7,-2.2,5,4,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,0.61880,0.0525
1352,B,Shea Theodore,VGK,EDM,1,SKATER,D,Points,points,0.5,UNDER,62.8%,60.0%,70.0%,60.0%,53.3%,5,10,20,30,0.60,0.80,0.70,0.87,0.1,0.3,2,0,1,30,SECONDARY,PP_OCC,WEAK,27,3.429,0.000,0.000,0.569,0.078,22.18,23.58,0.61830,0.1283
1353,B,Samuel Helenius,LA,CBJ,0,SKATER,F,Goals,goals,0.5,UNDER,81.4%,80.0%,80.0%,85.0%,86.7%,5,10,20,30,0.20,0.30,0.15,0.13,-0.3,-0.2,1,0,0,30,SHUTDOWN,NO_PP,AVERAGE,20,3.194,0.000,0.000,0.176,0.000,9.89,8.10,0.61764,0.3142
1354,B,Sam Colangelo,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,93.3%,100.0%,88.9%,88.9%,88.9%,5,9,9,9,0.40,0.40,0.45,0.33,-0.1,-0.1,0,1,1,30,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.111,0.000,13.96,10.18,0.61678,0.4333
1355,B,Robert Thomas,STL,ANA,0,SKATER,F,Points,points,1.5,OVER,54.7%,80.0%,40.0%,40.0%,26.7%,5,10,20,30,2.00,2.10,1.55,1.50,0.5,0.6,2,1,2,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.867,0.200,20.15,18.88,0.61670,0.0467
1356,B,Zach Hyman,EDM,VGK,0,SKATER,F,Goals,goals,0.5,OVER,67.7%,80.0%,60.0%,60.0%,56.7%,5,10,20,30,0.00,0.20,0.40,0.33,,-0.3,0,0,0,30,ELITE,PP_REGULAR,AVERAGE,19,3.190,0.000,0.000,0.977,0.318,17.23,20.23,0.61489,0.1767
1357,B,Mavrik Bourque,DAL,CHI,1,SKATER,F,Goals,goals,0.5,UNDER,76.2%,80.0%,70.0%,80.0%,76.7%,5,10,20,30,0.20,0.10,0.10,0.20,-0.3,-0.4,0,0,0,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.435,0.065,13.75,14.73,0.61459,0.2617
1358,B,Ben Kindel,PIT,BOS,1,SKATER,F,Goals,goals,0.5,UNDER,76.1%,80.0%,70.0%,75.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.508,0.169,0.00,15.42,0.61386,0.2608
1359,B,Jason Zucker,BUF,TB,0,SKATER,F,Points,points,0.5,UNDER,58.2%,60.0%,60.0%,55.0%,50.0%,5,10,20,30,0.40,0.70,0.45,0.73,-0.1,0.2,1,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.705,0.273,15.72,15.72,0.61250,0.0825
1360,B,Evan Bouchard,EDM,VGK,0,SKATER,D,Points,points,1.5,OVER,52.2%,60.0%,50.0%,45.0%,40.0%,5,10,20,30,0.80,1.00,0.90,0.90,-0.7,-0.5,0,0,1,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.143,0.413,24.26,24.65,0.61250,0.0225
1361,B,Jack Roslovic,EDM,VGK,0,SKATER,F,Points,points,0.5,UNDER,63.3%,60.0%,60.0%,75.0%,70.0%,5,10,20,30,0.40,0.40,0.50,0.40,-0.1,-0.1,1,0,0,30,DEPTH,PP_OCC,AVERAGE,19,3.190,0.000,0.000,0.520,0.100,14.86,16.02,0.61250,0.1325
1362,B,Jesper Wallstedt,MIN,COL,0,GOALIE,G,Goals Allowed,goals_allowed,3.5,UNDER,66.2%,80.0%,50.0%,65.0%,69.2%,5,10,20,26,3.20,3.60,2.80,2.76,-0.3,0.1,5,1,3,25,GOALIE,N/A,ELITE,1,2.500,0.000,0.000,0.000,0.000,,,0.61245,0.1617
1363,B,Brandon Hagel,TB,BUF,0,SKATER,F,Points,points,0.5,UNDER,51.1%,60.0%,50.0%,35.0%,43.3%,5,10,20,30,1.40,1.00,1.00,1.17,0.9,0.5,0,0,3,30,ELITE,PP_OCC,ELITE,8,2.952,0.000,0.000,1.018,0.161,19.23,19.75,0.61080,0.0108
1364,B,Pius Suter,STL,ANA,0,SKATER,F,Points,points,0.5,UNDER,67.1%,60.0%,70.0%,75.0%,73.3%,5,10,20,30,0.60,0.80,0.85,0.73,0.1,0.3,1,0,0,30,DEPTH,PP_OCC,WEAK,30,3.500,0.000,0.000,0.422,0.067,21.07,16.55,0.61080,0.1708
1365,B,Clayton Keller,UTA,CHI,0,SKATER,F,Goals,goals,0.5,UNDER,67.1%,60.0%,70.0%,75.0%,73.3%,5,10,20,30,0.80,0.60,0.40,0.40,0.3,0.1,1,2,0,30,ELITE,PP_REGULAR,AVERAGE,23,3.242,0.000,0.000,1.000,0.286,17.99,18.93,0.61006,0.1708
1366,B,Elias Lindholm,BOS,PIT,0,SKATER,F,Points,points,0.5,OVER,60.0%,60.0%,60.0%,60.0%,60.0%,5,10,20,30,1.00,1.00,0.80,0.73,0.5,0.5,1,2,1,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.816,0.388,17.40,17.73,0.61000,0.1000
1367,B,Marat Khusnutdinov,BOS,PIT,0,SKATER,F,Points,points,0.5,UNDER,62.0%,80.0%,50.0%,50.0%,50.0%,5,10,20,30,0.40,0.30,0.25,0.27,-0.1,-0.2,1,1,0,30,DEPTH,NO_PP,SOLID,9,2.968,0.000,0.000,0.474,0.018,14.88,14.23,0.61000,0.1200
1368,B,Jordan Kyrou,STL,ANA,0,SKATER,F,Goals,goals,0.5,UNDER,75.4%,80.0%,70.0%,75.0%,76.7%,5,10,20,30,0.60,0.60,0.60,0.50,0.1,0.1,2,0,1,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.635,0.212,16.89,16.10,0.60844,0.2542
1369,B,Lawson Crouse,UTA,CHI,0,SKATER,F,Goals,goals,0.5,UNDER,77.8%,80.0%,80.0%,70.0%,73.3%,5,10,20,30,0.20,0.20,0.10,0.17,-0.3,-0.3,0,0,0,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.516,0.000,11.93,16.48,0.60821,0.2783
1370,B,Ben Kindel,PIT,BOS,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,55.2%,40.0%,60.0%,70.0%,76.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.508,0.169,0.00,15.42,0.60790,0.0517
1371,B,Travis Konecny,PHI,NYR,0,SKATER,F,Goals,goals,0.5,UNDER,68.0%,80.0%,60.0%,60.0%,60.0%,5,10,20,30,0.20,0.60,0.55,0.50,-0.3,0.1,1,0,0,30,ELITE,PP_OCC,AVERAGE,22,3.194,0.000,0.000,0.983,0.172,20.02,19.05,0.60760,0.1800
1372,B,Jamie Benn,DAL,CHI,1,SKATER,F,Points,points,0.5,OVER,57.8%,60.0%,70.0%,35.0%,40.0%,5,10,20,30,0.80,0.50,0.55,0.60,0.3,0.0,0,2,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.650,0.075,14.90,12.77,0.60750,0.0775
1373,B,Hampus Lindholm,BOS,PIT,0,SKATER,D,Points,points,0.5,UNDER,60.7%,60.0%,60.0%,60.0%,66.7%,5,10,20,30,0.40,0.40,0.41,0.41,-0.1,-0.1,0,1,1,17,DEPTH,PP_OCC,SOLID,9,2.968,0.000,0.000,0.438,0.083,20.06,22.05,0.60670,0.1067
1374,B,Mikael Granlund,ANA,STL,1,SKATER,F,Points,points,0.5,OVER,53.7%,60.0%,50.0%,50.0%,46.7%,5,10,20,30,0.60,0.60,0.70,0.67,0.1,0.1,0,0,0,30,SECONDARY,PP_OCC,WEAK,26,3.419,0.000,0.000,0.711,0.132,16.97,18.93,0.60670,0.0367
1375,B,Dylan Holloway,STL,ANA,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,55.9%,40.0%,60.0%,75.0%,76.7%,5,10,20,30,2.00,2.30,2.40,2.27,-1.5,-1.2,0,1,1,30,SECONDARY,PP_OCC,WEAK,30,3.500,0.000,0.000,0.641,0.077,17.20,17.63,0.60630,0.0592
1376,B,Darnell Nurse,EDM,VGK,0,SKATER,D,Points,points,0.5,UNDER,63.6%,60.0%,60.0%,75.0%,73.3%,5,10,20,30,0.60,0.50,0.55,0.40,0.1,0.0,0,0,1,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.317,0.000,23.83,20.82,0.60580,0.1358
1377,B,Josh Doan,BUF,TB,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,51.3%,40.0%,50.0%,70.0%,73.3%,5,10,20,30,3.00,2.20,1.85,1.97,0.5,-0.3,4,1,3,30,SECONDARY,PP_REGULAR,,,,,,0.667,0.238,12.96,16.15,0.60490,0.0133
1378,B,Jonatan Berggren,STL,ANA,0,SKATER,F,Goals,goals,0.5,UNDER,81.1%,80.0%,80.0%,85.0%,83.3%,5,10,20,30,0.40,0.20,0.15,0.17,-0.1,-0.3,0,1,1,30,DEPTH,PP_OCC,WEAK,30,3.500,0.000,0.000,0.435,0.087,13.41,14.75,0.60486,0.3108
1379,B,Pavel Buchnevich,STL,ANA,0,SKATER,F,Assists,assists,0.5,UNDER,61.4%,60.0%,60.0%,65.0%,66.7%,5,10,20,30,0.80,0.40,0.55,0.60,0.3,-0.1,2,0,2,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.613,0.210,19.51,18.25,0.60420,0.1142
1380,B,Devon Toews,COL,MIN,1,SKATER,D,Shots On Goal,shots_on_goal,1.5,UNDER,51.2%,60.0%,50.0%,40.0%,36.7%,5,10,20,30,0.80,1.60,1.50,1.57,-0.7,0.1,2,0,1,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.306,0.000,24.65,22.42,0.60310,0.0117
1381,B,Josh Norris,BUF,TB,0,SKATER,F,Goals,goals,0.5,UNDER,66.2%,60.0%,70.0%,70.0%,72.0%,5,10,20,25,0.40,0.40,0.35,0.33,-0.1,-0.1,1,0,0,30,ELITE,PP_REGULAR,,,,,,0.920,0.280,16.36,16.00,0.60284,0.1620
1382,B,Warren Foegele,OTT,VAN,0,SKATER,F,Goals,goals,0.5,UNDER,73.4%,60.0%,80.0%,85.0%,86.7%,5,10,20,30,0.20,0.10,0.10,0.13,-0.3,-0.4,0,0,1,30,ELITE,NO_PP,WEAK,32,3.746,0.000,0.000,1.000,0.000,15.40,11.82,0.60204,0.2342
1383,B,Oliver Bjorkstrand,TB,BUF,0,SKATER,F,Points,points,0.5,UNDER,56.2%,60.0%,50.0%,60.0%,56.7%,5,10,20,30,0.60,0.70,0.55,0.47,0.1,0.2,0,2,0,30,DEPTH,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.475,0.230,13.99,14.12,0.60170,0.0617
1384,B,Moritz Seider,DET,NJ,0,SKATER,D,Assists,assists,0.5,OVER,57.2%,60.0%,60.0%,50.0%,46.7%,5,10,20,30,1.00,0.60,0.35,0.37,0.5,0.1,1,2,2,30,SECONDARY,PP_REGULAR,,,,,,0.651,0.302,24.98,25.65,0.60170,0.0717
1385,B,Teddy Blueger,VAN,OTT,0,SKATER,F,Goals,goals,0.5,UNDER,72.1%,80.0%,70.0%,62.5%,62.5%,5,10,16,16,0.00,0.00,0.05,0.10,,,0,0,0,30,SECONDARY,NO_PP,AVERAGE,21,3.194,0.000,0.000,0.688,0.000,14.17,16.22,0.60147,0.2213
1386,B,Hampus Lindholm,BOS,PIT,0,SKATER,D,Shots On Goal,shots_on_goal,1.5,UNDER,53.7%,60.0%,50.0%,50.0%,46.7%,5,10,20,30,2.00,1.90,2.06,2.06,0.5,0.4,0,2,5,17,DEPTH,PP_OCC,SOLID,9,2.968,0.000,0.000,0.438,0.083,20.06,22.05,0.60110,0.0367
1387,B,Lucas Raymond,DET,NJ,0,SKATER,F,Points,points,0.5,OVER,54.1%,60.0%,40.0%,65.0%,63.3%,5,10,20,30,1.00,0.80,0.85,0.80,0.5,0.3,0,2,3,30,ELITE,PP_REGULAR,,,,,,1.066,0.377,17.51,18.67,0.60080,0.0408
1388,B,Kirill Kaprizov,MIN,COL,0,SKATER,F,Goals,goals,0.5,OVER,68.3%,80.0%,70.0%,50.0%,43.3%,5,10,20,30,0.40,0.30,0.55,0.60,-0.1,-0.2,0,0,0,30,ELITE,PP1_STAR,ELITE,1,2.500,0.000,0.000,1.188,0.453,22.09,22.38,0.60031,0.1833
1389,B,Matt Duchene,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,50.9%,40.0%,60.0%,55.0%,56.7%,5,10,20,30,1.20,1.50,1.90,2.00,-0.3,0.0,0,2,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.757,0.189,16.85,15.93,0.60030,0.0092
1390,C,Reilly Smith,VGK,EDM,1,SKATER,F,Goals,goals,0.5,UNDER,80.4%,80.0%,80.0%,85.0%,76.7%,5,10,20,30,0.00,0.30,0.15,0.10,,-0.2,0,0,0,30,DEPTH,NO_PP,WEAK,27,3.429,0.000,0.000,0.339,0.017,15.31,13.83,0.59944,0.3042
1391,C,Arseny Gritsyuk,NJ,DET,0,SKATER,F,Goals,goals,0.5,UNDER,73.1%,60.0%,80.0%,85.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.458,0.085,0.00,15.18,0.59926,0.2308
1392,C,Drake Batherson,OTT,VAN,0,SKATER,F,Goals,goals,0.5,UNDER,70.6%,60.0%,80.0%,75.0%,73.3%,5,10,20,30,0.80,0.50,0.50,0.37,0.3,0.0,2,1,0,30,ELITE,PP_REGULAR,WEAK,32,3.746,0.000,0.000,0.932,0.339,17.91,17.68,0.59876,0.2058
1393,C,Jacob Trouba,ANA,STL,1,SKATER,D,Goals,goals,0.5,UNDER,80.3%,80.0%,80.0%,80.0%,83.3%,5,10,20,30,0.00,0.00,0.05,0.03,,,0,0,0,30,DEPTH,NO_PP,WEAK,26,3.419,0.000,0.000,0.492,0.016,20.06,22.77,0.59871,0.3033
1394,C,Cale Makar,COL,MIN,1,SKATER,D,Goals,goals,0.5,UNDER,58.3%,40.0%,70.0%,70.0%,73.3%,5,10,20,30,0.40,0.40,0.40,0.47,-0.1,-0.1,0,0,0,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.065,0.371,26.74,25.05,0.59831,0.0833
1395,C,Ivan Barbashev,VGK,EDM,1,SKATER,F,Points,points,0.5,OVER,53.8%,40.0%,70.0%,55.0%,50.0%,5,10,20,30,0.80,0.60,0.60,0.63,0.3,0.1,1,1,1,30,SECONDARY,NO_PP,WEAK,27,3.429,0.000,0.000,0.698,0.032,17.08,16.30,0.59750,0.0375
1396,C,Logan Cooley,UTA,CHI,0,SKATER,F,Goals,goals,0.5,UNDER,70.2%,60.0%,80.0%,75.0%,70.0%,5,10,20,30,0.60,0.40,0.40,0.37,0.1,-0.1,0,1,1,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.800,0.143,17.48,17.47,0.59605,0.2025
1397,C,Jamie Benn,DAL,CHI,1,SKATER,F,Goals,goals,0.5,UNDER,68.9%,60.0%,70.0%,85.0%,76.7%,5,10,20,30,0.00,0.00,0.05,0.10,,,0,0,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.650,0.075,14.90,12.77,0.59514,0.1892
1398,C,Brock Faber,MIN,COL,0,SKATER,D,Assists,assists,0.5,OVER,62.5%,60.0%,70.0%,60.0%,50.0%,5,10,20,30,0.20,0.20,0.10,0.13,-0.3,-0.3,0,1,0,30,SECONDARY,PP_OCC,ELITE,1,2.500,0.000,0.000,0.656,0.141,26.70,24.85,0.59500,0.1250
1399,C,Ryan Poehling,ANA,STL,1,SKATER,F,Points,points,0.5,OVER,57.5%,60.0%,60.0%,50.0%,50.0%,5,10,20,30,0.80,1.10,0.80,0.60,0.3,0.6,1,0,0,30,DEPTH,NO_PP,WEAK,26,3.419,0.000,0.000,0.455,0.000,16.09,14.73,0.59500,0.0750
1400,C,Braeden Bowman,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,1.5,UNDER,57.6%,40.0%,70.0%,65.0%,73.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,WEAK,27,3.429,0.000,0.000,0.511,0.085,0.00,14.25,0.59490,0.0758
1401,C,Josh Norris,BUF,TB,0,SKATER,F,Assists,assists,0.5,OVER,53.4%,60.0%,50.0%,45.0%,52.0%,5,10,20,25,0.40,0.40,0.30,0.27,-0.1,-0.1,0,1,0,30,ELITE,PP_REGULAR,,,,,,0.920,0.280,16.36,16.00,0.59450,0.0345
1402,C,Sam Rinzel,CHI,DAL,0,SKATER,D,Shots On Goal,shots_on_goal,2.5,OVER,60.2%,80.0%,60.0%,30.0%,26.7%,5,10,20,30,2.20,2.44,2.44,2.44,-0.3,-0.056,2,4,1,9,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.324,0.029,23.36,17.45,0.59390,0.1017
1403,C,Ben Kindel,PIT,BOS,1,SKATER,F,Points,points,0.5,UNDER,60.3%,60.0%,60.0%,60.0%,63.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.508,0.169,0.00,15.42,0.59330,0.1033
1404,C,Reilly Smith,VGK,EDM,1,SKATER,F,Points,points,0.5,UNDER,65.3%,60.0%,70.0%,70.0%,63.3%,5,10,20,30,0.80,0.70,0.55,0.50,0.3,0.2,0,0,2,30,DEPTH,NO_PP,WEAK,27,3.429,0.000,0.000,0.339,0.017,15.31,13.83,0.59330,0.1533
1405,C,Dawson Mercer,NJ,DET,0,SKATER,F,Goals,goals,0.5,UNDER,72.3%,60.0%,80.0%,80.0%,83.3%,5,10,20,30,0.40,0.40,0.30,0.23,-0.1,-0.1,1,1,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.524,0.111,18.61,18.23,0.59311,0.2233
1406,C,Sam Rinzel,CHI,DAL,0,SKATER,D,Points,points,0.5,UNDER,57.2%,40.0%,70.0%,65.0%,70.0%,5,10,20,30,0.80,0.56,0.56,0.56,0.3,0.056,1,1,1,9,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.324,0.029,23.36,17.45,0.59250,0.0725
1407,C,Dylan Cozens,OTT,VAN,0,SKATER,F,Goals,goals,0.5,OVER,59.9%,80.0%,50.0%,45.0%,36.7%,5,10,20,30,0.40,0.20,0.25,0.20,-0.1,-0.3,1,0,0,30,SECONDARY,PP1_STAR,WEAK,32,3.746,0.000,0.000,0.790,0.419,17.38,17.08,0.59134,0.0992
1408,C,Blake Lizotte,PIT,BOS,1,SKATER,F,Points,points,0.5,UNDER,61.1%,60.0%,60.0%,65.0%,63.3%,5,10,20,30,0.40,0.60,0.55,0.50,-0.1,0.1,0,0,1,30,DEPTH,NO_PP,AVERAGE,18,3.145,0.000,0.000,0.373,0.000,14.04,13.87,0.59080,0.1108
1409,C,Alex DeBrincat,DET,NJ,0,SKATER,F,Assists,assists,0.5,UNDER,53.0%,40.0%,60.0%,60.0%,70.0%,5,10,20,30,0.20,0.20,0.35,0.40,-0.3,-0.3,0,0,0,30,ELITE,PP_REGULAR,,,,,,1.000,0.286,18.66,18.15,0.59000,0.0300
1410,C,Teuvo Teravainen,CHI,DAL,0,SKATER,F,Goals,goals,0.5,UNDER,67.0%,60.0%,70.0%,70.0%,80.0%,5,10,20,30,0.00,0.00,0.00,0.13,,,0,0,0,30,DEPTH,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.509,0.291,17.47,18.15,0.58940,0.1700
1411,C,Teuvo Teravainen,CHI,UTA,0,SKATER,F,Goals,goals,0.5,UNDER,67.0%,60.0%,70.0%,70.0%,80.0%,5,10,20,30,0.00,0.00,0.00,0.13,,,0,0,0,30,DEPTH,PP_REGULAR,ELITE,4,2.746,0.000,0.000,0.509,0.291,17.47,18.15,0.58940,0.1700
1412,C,Brayden Point,TB,BUF,0,SKATER,F,Assists,assists,0.5,OVER,57.9%,60.0%,60.0%,55.0%,46.7%,5,10,20,30,0.40,0.50,0.35,0.50,-0.1,0.0,0,2,0,30,ELITE,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.907,0.209,18.73,18.25,0.58920,0.0792
1413,C,Tage Thompson,BUF,TB,0,SKATER,F,Assists,assists,0.5,UNDER,52.9%,60.0%,50.0%,45.0%,46.7%,5,10,20,30,0.20,0.10,0.25,0.27,-0.3,-0.4,0,0,1,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,0.58920,0.0292
1414,C,Beckett Sennecke,ANA,STL,1,SKATER,F,Assists,assists,0.5,OVER,51.9%,60.0%,50.0%,45.0%,36.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,SECONDARY,PP_OCC,WEAK,26,3.419,0.000,0.000,0.823,0.177,0.00,17.55,0.58920,0.0192
1415,C,Arseny Gritsyuk,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,56.2%,60.0%,50.0%,60.0%,56.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.458,0.085,0.00,15.18,0.58910,0.0617
1416,C,Brandon Hagel,TB,BUF,0,SKATER,F,Goals,goals,0.5,UNDER,59.6%,60.0%,60.0%,55.0%,63.3%,5,10,20,30,0.00,0.20,0.25,0.40,,-0.3,0,0,0,30,ELITE,PP_OCC,ELITE,8,2.952,0.000,0.000,1.018,0.161,19.23,19.75,0.58856,0.0958
1417,C,Jamie Benn,DAL,CHI,1,SKATER,F,Assists,assists,0.5,UNDER,55.8%,60.0%,40.0%,70.0%,73.3%,5,10,20,30,0.80,0.50,0.50,0.50,0.3,0.0,0,2,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.650,0.075,14.90,12.77,0.58830,0.0583
1418,C,Emmitt Finnie,DET,NJ,0,SKATER,F,Goals,goals,0.5,UNDER,74.2%,60.0%,80.0%,90.0%,86.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,,,,,,0.365,0.127,0.00,15.32,0.58819,0.2417
1419,C,Mats Zuccarello,MIN,COL,0,SKATER,F,Points,points,0.5,OVER,60.8%,60.0%,60.0%,65.0%,60.0%,5,10,20,30,1.40,0.90,0.70,0.60,0.9,0.4,2,1,0,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.864,0.341,20.21,18.82,0.58750,0.1075
1420,C,Mats Zuccarello,MIN,COL,0,SKATER,F,Goals,goals,0.5,UNDER,61.7%,60.0%,60.0%,65.0%,70.0%,5,10,20,30,0.20,0.20,0.25,0.23,-0.3,-0.3,0,1,0,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.864,0.341,20.21,18.82,0.58635,0.1175
1421,C,Thomas Harley,DAL,CHI,1,SKATER,D,Points,points,0.5,OVER,59.6%,60.0%,70.0%,45.0%,43.3%,5,10,20,30,0.60,0.50,0.75,0.90,0.1,0.0,0,0,1,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.540,0.120,23.63,23.12,0.58580,0.0958
1422,C,Noah Ostlund,BUF,TB,0,SKATER,F,Points,points,0.5,OVER,60.6%,80.0%,50.0%,45.0%,43.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,8,DEPTH,PP_OCC,,,,,,0.451,0.078,10.54,13.72,0.58580,0.1058
1423,C,Drew O'Connor,VAN,OTT,0,SKATER,F,Goals,goals,0.5,UNDER,75.1%,80.0%,70.0%,75.0%,73.3%,5,10,20,30,0.00,0.00,0.10,0.13,,,0,0,0,30,DEPTH,NO_PP,AVERAGE,21,3.194,0.000,0.000,0.381,0.000,14.20,14.07,0.58566,0.2508
1424,C,Victor Hedman,TB,BUF,0,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,53.8%,60.0%,50.0%,50.0%,48.1%,5,10,20,27,2.40,2.00,2.00,2.07,0.9,0.5,2,3,2,30,SECONDARY,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.556,0.222,22.34,19.30,0.58278,0.0382
1425,C,Tyler Bertuzzi,CHI,DAL,0,SKATER,F,Assists,assists,0.5,UNDER,50.2%,40.0%,50.0%,65.0%,70.0%,5,10,20,30,0.40,0.20,0.30,0.40,-0.1,-0.3,1,0,1,30,SECONDARY,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.780,0.339,15.46,18.35,0.58250,0.0025
1426,C,Connor Bedard,CHI,DAL,0,SKATER,F,Goals,goals,0.5,UNDER,57.6%,60.0%,50.0%,65.0%,63.3%,5,10,20,30,0.60,0.30,0.35,0.27,0.1,-0.2,2,0,1,30,ELITE,PP_REGULAR,ELITE,3,2.742,0.000,0.000,1.163,0.347,20.66,20.93,0.58216,0.0758
1427,C,Connor Bedard,CHI,UTA,0,SKATER,F,Goals,goals,0.5,UNDER,57.6%,60.0%,50.0%,65.0%,63.3%,5,10,20,30,0.60,0.30,0.35,0.27,0.1,-0.2,2,0,1,30,ELITE,PP_REGULAR,ELITE,4,2.746,0.000,0.000,1.163,0.347,20.66,20.93,0.58216,0.0758
1428,C,Brayden Point,TB,BUF,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,51.0%,40.0%,50.0%,70.0%,70.0%,5,10,20,30,1.00,2.10,2.15,2.37,-0.5,0.6,1,1,0,30,ELITE,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.907,0.209,18.73,18.25,0.58120,0.0100
1429,C,Stephen Halliday,OTT,VAN,0,SKATER,F,Goals,goals,0.5,UNDER,78.2%,80.0%,70.0%,85.0%,89.3%,5,10,20,28,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,WEAK,32,3.746,0.000,0.000,0.393,0.107,0.00,8.18,0.58108,0.2818
